title,score,scored_by,rank,popularity,members,favorites,episodes,type,source,status,year,season,rating,duration,genres,themes,demographics,studios,producers,licensors
Love Live! SuperStar!!,7.92,30789,870.0,2799,79158,1153,12.0,TV,Other,Finished Airing,2021.0,summer,PG-13 - Teens 13 or older,23 min per ep,Slice of Life,"Idols (Female), Music, School",,Sunrise,"Kadokawa, Bandai Namco Arts",Funimation
Love Live! The School Idol Movie,7.92,78511,871.0,1903,139181,1239,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 39 min,"Award Winning, Slice of Life","Idols (Female), Music, School",,Sunrise,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad, Graphinica, ILCA",NIS America
The Ancient Magus' Bride Season 2 Part 2,7.92,51913,872.0,2052,125976,351,12.0,TV,Manga,Finished Airing,2023.0,fall,PG-13 - Teens 13 or older,24 min per ep,"Drama, Fantasy, Romance","Mythology, School, Urban Fantasy",Shounen,Studio Kafka,"flying DOG, bilibili, Mag Garden, Chiptune, Twin Engine",Crunchyroll
Penguindrum,7.92,113079,873.0,888,320997,7449,24.0,TV,Original,Finished Airing,2011.0,summer,R - 17+ (violence & profanity),24 min per ep,"Avant Garde, Drama, Mystery, Supernatural, Suspense",Psychological,,Brain's Base,"Starchild Records, Mainichi Broadcasting System",Sentai Filmworks
Nura: Rise of the Yokai Clan - Demon Capital,7.92,87145,874.0,1604,173336,645,24.0,TV,Manga,Finished Airing,2011.0,summer,PG-13 - Teens 13 or older,23 min per ep,"Action, Supernatural",Mythology,Shounen,Studio Deen,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, TOHO, Shueisha, BS11, Imagine",VIZ Media
Mr. Osomatsu,7.92,69904,875.0,1533,181963,3604,25.0,TV,Manga,Finished Airing,2015.0,fall,R - 17+ (violence & profanity),23 min per ep,Comedy,"Adult Cast, Gag Humor, Parody",,Studio Pierrot,"TV Tokyo, Dentsu, Rakuonsha, Avex Pictures, Daiichi Shokai, Fujio Production",VIZ Media
Plastic Memories,7.92,515783,876.0,181,1036135,12856,13.0,TV,Original,Finished Airing,2015.0,spring,PG-13 - Teens 13 or older,24 min per ep,"Drama, Romance, Sci-Fi",,,Doga Kobo,"Aniplex, Movic, AT-X, ASCII Media Works, Bushiroad, MAGES., Asahi Broadcasting, BS11",Aniplex of America
Food Wars! The Third Plate: Totsuki Train Arc,7.92,461357,877.0,299,777601,1414,12.0,TV,Manga,Finished Airing,2018.0,spring,PG-13 - Teens 13 or older,24 min per ep,"Gourmet, Ecchi",School,Shounen,J.C.Staff,"Lantis, Warner Bros. Japan, KlockWorx, Shueisha",Sentai Filmworks
Summer Ghost,7.92,60706,878.0,1753,153722,1317,1.0,Movie,Mixed media,Finished Airing,,,PG-13 - Teens 13 or older,39 min,"Drama, Supernatural",,,Flat Studio,"Avex Pictures, Flagship Line",GKIDS
Martial Universe 6,7.92,623,879.0,13553,1561,5,12.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,24 min per ep,"Action, Adventure, Fantasy","Historical, Martial Arts",,Motion Magic,"Tencent Animation & Comics, Tencent Video, China Literature Limited",
xxxHOLiC The Movie: A Midsummer Night's Dream,7.92,35742,880.0,2976,71442,134,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr,"Comedy, Drama, Mystery, Supernatural",Psychological,Seinen,Production I.G,"Shochiku, Kodansha, Movic, Fonishia",Funimation
Classroom of the Elite III,7.92,284292,881.0,464,546069,4552,13.0,TV,Light novel,Finished Airing,2024.0,winter,PG-13 - Teens 13 or older,23 min per ep,"Drama, Suspense","Psychological, School",,Lerche,"Studio Hibari, Movic, AT-X, Sammy, Crunchyroll, Kadokawa Media House, Kadokawa, Bandai Namco Music Live",
Yowamushi Pedal,7.92,122739,882.0,1151,248399,2330,38.0,TV,Manga,Finished Airing,2013.0,fall,PG-13 - Teens 13 or older,24 min per ep,Sports,Racing,Shounen,TMS Entertainment,"TV Tokyo, MediaNet, TOHO animation, Akita Shoten",Discotek Media
BanG Dream! Poppin'Dream!,7.91,4939,883.0,6462,13541,80,1.0,Movie,Mixed media,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 10 min,,"CGDCT, Music",,SANZIGEN,,
Bungo Stray Dogs: Dead Apple,7.91,179519,884.0,902,316645,1981,1.0,Movie,Manga,Finished Airing,,,R - 17+ (violence & profanity),1 hr 30 min,"Action, Mystery","Adult Cast, Detective, Organized Crime, Super Power",Seinen,Bones,"WOWOW, Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Sony Music Communications, Glovision, Kadokawa Media House, Kadokawa, Bandai Namco Arts",Crunchyroll
City Hunter,7.91,26438,885.0,2551,92102,1119,51.0,TV,Manga,Finished Airing,1987.0,spring,PG-13 - Teens 13 or older,24 min per ep,"Action, Comedy, Mystery",Adult Cast,Shounen,Sunrise,Yomiuri Telecasting,"ADV Films, Discotek Media"
Code Geass: Lelouch of the Re;surrection,7.91,161646,886.0,809,346842,2181,1.0,Movie,Original,Finished Airing,,,R - 17+ (violence & profanity),1 hr 52 min,"Drama, Sci-Fi","Mecha, Military, Super Power",,Sunrise,Showgate,Funimation
Eyeshield 21,7.91,93557,887.0,1433,196374,2130,145.0,TV,Manga,Finished Airing,2005.0,spring,PG-13 - Teens 13 or older,23 min per ep,Sports,Team Sports,Shounen,Gallop,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Shueisha","VIZ Media, Sentai Filmworks"
Full Metal Panic! The Second Raid,7.91,153890,888.0,1036,274262,1315,13.0,TV,Light novel,Finished Airing,2005.0,summer,R - 17+ (violence & profanity),24 min per ep,,"Mecha, Military",,Kyoto Animation,"WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures","ADV Films, Funimation, Kadokawa Pictures USA"
Hanamonogatari,7.91,257352,889.0,586,456621,1119,5.0,TV Special,Light novel,Finished Airing,,,R - 17+ (violence & profanity),25 min per ep,"Comedy, Mystery, Supernatural",,,Shaft,"Aniplex, Kodansha",Aniplex of America
Baki Hanma 2nd Season,7.91,64702,890.0,2139,119620,527,27.0,ONA,Manga,Finished Airing,,,R - 17+ (violence & profanity),25 min per ep,Sports,"Combat Sports, Gore",Shounen,TMS Entertainment,,
Heartcatch Precure!,7.91,13664,890.0,4254,37373,709,49.0,TV,Original,Finished Airing,2010.0,winter,G - All Ages,24 min per ep,"Action, Comedy",Mahou Shoujo,,Toei Animation,,
Kaleido Star,7.91,37425,891.0,2539,92954,1372,51.0,TV,Original,Finished Airing,2003.0,spring,PG-13 - Teens 13 or older,23 min per ep,"Comedy, Drama, Supernatural","Performing Arts, Showbiz",,Gonzo,"Production I.G, TV Tokyo, HAL Film Maker, HoriPro, MediaNet","ADV Films, Funimation"
Mobile Suit Zeta Gundam,7.91,45349,892.0,2605,88626,2753,50.0,TV,Original,Finished Airing,1985.0,spring,PG-13 - Teens 13 or older,24 min per ep,"Drama, Romance, Sci-Fi","Mecha, Military, Space",,Sunrise,"Sotsu, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment"
You and Me 2,7.91,43887,893.0,2496,94774,379,13.0,TV,Manga,Finished Airing,2012.0,spring,PG-13 - Teens 13 or older,24 min per ep,Slice of Life,"Iyashikei, School",Shounen,J.C.Staff,"TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",
Kokoro Connect OVA,7.91,178067,894.0,1032,275076,835,4.0,Special,Light novel,Finished Airing,,,PG-13 - Teens 13 or older,27 min per ep,"Drama, Romance, Supernatural",School,,SILVER LINK.,"Starchild Records, Enterbrain",Sentai Filmworks
Welcome to Irabu's Office,7.91,27335,895.0,2370,102990,1394,11.0,TV,Novel,Finished Airing,2009.0,fall,R - 17+ (violence & profanity),23 min per ep,"Avant Garde, Drama","Adult Cast, Medical, Psychological",,Toei Animation,"Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu",
Love Live! Superstar!! Season 3,7.91,8438,896.0,5298,22532,165,12.0,TV,Other,Finished Airing,2024.0,fall,PG-13 - Teens 13 or older,23 min per ep,Slice of Life,"Idols (Female), Music, School",,Sunrise,"Lantis, Bandai Namco Filmworks, Bandai Namco Music Live, Bushiroad Creative",
Detective Conan Movie 27: The Million-Dollar Pentagram,7.91,6543,897.0,6293,14401,74,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 50 min,Mystery,Detective,Shounen,TMS Entertainment,"Shogakukan-Shueisha Productions, TOHO, Nippon Television Network, Shogakukan, Yomiuri TV Enterprise",
Nekomonogatari Black,7.91,359164,899.0,427,591963,1335,4.0,TV Special,Light novel,Finished Airing,,,R - 17+ (violence & profanity),27 min per ep,"Mystery, Romance, Supernatural, Ecchi",,,Shaft,"Aniplex, Kodansha",Aniplex of America
Sacrificial Princess and the King of Beasts,7.91,33013,900.0,2377,102495,717,24.0,TV,Manga,Finished Airing,2023.0,spring,PG-13 - Teens 13 or older,23 min per ep,"Fantasy, Romance",Anthropomorphic,Shoujo,J.C.Staff,"Pony Canyon, Hakusensha, BS11, Crunchyroll, Contents Seed, WOWMAX",
One Piece Film: Strong World Episode 0,7.91,51339,901.0,2541,92849,52,1.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,18 min,"Adventure, Fantasy",,Shounen,Toei Animation,,
Overlord III,7.91,626689,902.0,187,1017658,5611,13.0,TV,Light novel,Finished Airing,2018.0,summer,R - 17+ (violence & profanity),23 min per ep,"Action, Adventure, Fantasy",Isekai,,Madhouse,"AT-X, Hakuhodo DY Music & Pictures, NTT Plala, Kadokawa",Funimation
Sakamoto Days Part 2,7.91,121331,904.0,1085,262767,863,11.0,TV,Manga,Finished Airing,2025.0,summer,R - 17+ (violence & profanity),25 min per ep,"Action, Comedy","Adult Cast, Organized Crime",Shounen,TMS Entertainment,"TV Tokyo, Shueisha",
Tamako Love Story,7.91,195378,905.0,628,430891,2390,1.0,Movie,Original,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 23 min,"Award Winning, Romance",,,Kyoto Animation,"Pony Canyon, TBS",Sentai Filmworks
Bunny Drop Specials,7.91,42695,906.0,2882,75276,37,4.0,Special,Manga,Finished Airing,,,PG-13 - Teens 13 or older,5 min per ep,Slice of Life,"Childcare, Iyashikei",Josei,Production I.G,,NIS America
Wotakoi: Love is Hard for Otaku,7.91,586556,907.0,166,1109114,12539,11.0,TV,Web manga,Finished Airing,2018.0,spring,PG-13 - Teens 13 or older,22 min per ep,"Comedy, Romance","Adult Cast, Otaku Culture, Workplace",,A-1 Pictures,"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Ichijinsha, Kanetsu Investment, Christmas Holly",
Yakitate!! Japan,7.91,43347,909.0,2331,105471,954,69.0,TV,Manga,Finished Airing,2004.0,fall,PG-13 - Teens 13 or older,24 min per ep,"Comedy, Gourmet",,Shounen,Sunrise,"TV Tokyo, Aniplex, d-rights, Tohokushinsha Film Corporation, Atelier Musa",Nozomi Entertainment
Yuru Yuri San☆Hai!,7.91,69754,909.0,1960,133947,680,12.0,TV,Manga,Finished Airing,2015.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Comedy, Girls Love","CGDCT, Gag Humor, School",,TYO Animations,"Sotsu, Pony Canyon",
Anne of Green Gables,7.9,23066,910.0,3531,52622,986,50.0,TV,Novel,Finished Airing,1979.0,winter,G - All Ages,25 min per ep,Drama,Historical,,Nippon Animation,,
My New Boss Is Goofy,7.9,28783,911.0,2917,73827,675,12.0,TV,Web manga,Finished Airing,2023.0,fall,PG-13 - Teens 13 or older,23 min per ep,Slice of Life,"Adult Cast, Iyashikei, Workplace",,A-1 Pictures,"Aniplex, Movic, Tokyo MX, Akita Shoten, BS11, ABC Animation, ABC Frontier",Aniplex of America
Date A Live II: Kurumi Star Festival,7.9,121075,913.0,1403,201769,1171,1.0,OVA,Light novel,Finished Airing,,,PG-13 - Teens 13 or older,29 min,Romance,,,Production IMS,,Funimation
Scissor Seven,7.9,67345,913.0,1872,141610,1788,10.0,ONA,Original,Finished Airing,,,PG-13 - Teens 13 or older,15 min per ep,"Action, Comedy, Drama, Mystery, Romance","Martial Arts, Super Power",,Sharefun Studio,AHAVERSE,
Doraemon,7.9,42029,915.0,2952,72589,727,1787.0,TV,Manga,Finished Airing,1979.0,spring,PG - Children,11 min per ep,"Adventure, Comedy, Fantasy, Sci-Fi",Anthropomorphic,"Kids, Shounen",Shin-Ei Animation,"TV Asahi, Asatsu DK",
School Babysitters,7.9,192038,916.0,727,381889,3488,12.0,TV,Manga,Finished Airing,2018.0,winter,PG-13 - Teens 13 or older,23 min per ep,Slice of Life,"Childcare, Iyashikei, School",Shoujo,Brain's Base,"Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group",
Ergo Proxy,7.9,259616,916.0,328,721524,14964,23.0,TV,Original,Finished Airing,2006.0,winter,R - 17+ (violence & profanity),25 min per ep,"Mystery, Sci-Fi, Suspense","Adult Cast, Psychological",,Manglobe,"WOWOW, Rondo Robe, Geneon Entertainment USA, Geneon Entertainment",Funimation
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,7.9,1130,918.0,9950,4514,36,2.0,Movie,Game,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 33 min per ep,,"Idols (Male), Music",,Orange,Lantis,
Lost in Starlight,7.9,8779,918.0,5558,19838,126,1.0,ONA,Original,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 36 min,"Romance, Sci-Fi","Adult Cast, Space",,Climax Studio,,
The Secret World of Arrietty,7.9,247910,920.0,691,396787,1479,1.0,Movie,Novel,Finished Airing,,,G - All Ages,1 hr 34 min,"Award Winning, Supernatural",,,Studio Ghibli,,Disney Platform Distribution
Lupin the Third Part 4,7.9,24598,922.0,2819,78296,482,24.0,TV,Manga,Finished Airing,2015.0,fall,PG-13 - Teens 13 or older,22 min per ep,"Action, Adventure, Comedy, Mystery",Adult Cast,Seinen,Telecom Animation Film,"TMS Entertainment, TMS Music",Discotek Media
Miss Kobayashi's Dragon Maid,7.9,798152,922.0,116,1335651,17127,13.0,TV,Manga,Finished Airing,2017.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Slice of Life, Supernatural",,,Kyoto Animation,"Lantis, Pony Canyon, ABC Animation","Funimation, Crunchyroll"
Dear Brother,7.9,12463,923.0,3362,57181,1358,39.0,TV,Manga,Finished Airing,1991.0,summer,PG-13 - Teens 13 or older,25 min per ep,"Drama, Girls Love","Psychological, School",Shoujo,Tezuka Productions,NHK,Discotek Media
Ojamajo Doremi Na-i-sho,7.9,5572,923.0,6498,13312,113,13.0,OVA,Original,Finished Airing,,,G - All Ages,25 min per ep,Comedy,Mahou Shoujo,,Toei Animation,,
Overlord,7.9,1041718,924.0,69,1766500,28551,13.0,TV,Light novel,Finished Airing,2015.0,summer,R - 17+ (violence & profanity),24 min per ep,"Action, Adventure, Fantasy",Isekai,,Madhouse,"AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa",Funimation
Romantic Killer,7.9,160659,926.0,948,298281,3346,12.0,ONA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,26 min per ep,"Comedy, Romance, Supernatural","Parody, Reverse Harem",Shounen,domerica,"Shueisha, Netflix",
The Rising of the Shield Hero,7.9,1097423,926.0,67,1776762,25113,25.0,TV,Light novel,Finished Airing,2019.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Action, Adventure, Drama, Fantasy",Isekai,,Kinema Citrus,"Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Crunchyroll, Kadokawa Media House, NTT Plala, Kadokawa",Funimation
Trigun: Badlands Rumble,7.9,81897,927.0,1746,154868,314,1.0,Movie,Manga,Finished Airing,,,PG-13 - Teens 13 or older,1 hr 30 min,"Action, Adventure, Sci-Fi",Adult Cast,Shounen,Madhouse,"flying DOG, Sunny Side Up, Shounen Gahousha, Arts Pro",Funimation
The Case Study of Vanitas,7.9,258997,928.0,396,634806,8427,12.0,TV,Manga,Finished Airing,2021.0,summer,R - 17+ (violence & profanity),23 min per ep,"Action, Fantasy, Mystery","Historical, Urban Fantasy, Vampire",Shounen,Bones,"Aniplex, Square Enix, Hakuhodo DY Music & Pictures, Contents Seed, Peerless Gerbera",Funimation
Stellar Transformation 6th Season,7.9,648,929.0,13406,1642,7,28.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,24 min per ep,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",,Foch Film,"Tencent Animation & Comics, Tencent Video, China Literature Limited",
Daemons of the Shadow Realm,7.9,32374,929.0,1375,205057,903,24.0,TV,Manga,Currently Airing,2026.0,spring,R - 17+ (violence & profanity),23 min per ep,"Action, Adventure, Supernatural",,Shounen,Bones Film,"Bones, Aniplex, Square Enix, Peerless Gerbera",
Yuri!!! On Ice,7.9,570986,931.0,211,957882,21639,12.0,TV,Original,Finished Airing,2016.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Award Winning, Sports",Performing Arts,,MAPPA,"Dentsu, TV Asahi, Movic, Avex Pictures, CIC, Cygames","Funimation, Crunchyroll"
Darker Than Black: Gemini of the Meteor OVAs,7.89,148256,932.0,1049,270591,853,4.0,Special,Original,Finished Airing,,,R - 17+ (violence & profanity),24 min per ep,"Action, Mystery",Super Power,,Bones,Square Enix,Funimation
Fights Break Sphere 3,7.89,5578,933.0,6861,11701,63,12.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,23 min per ep,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",,Motion Magic,"Tencent Video, China Literature Limited, Wanda Cinemas",
Is It Wrong to Try to Pick Up Girls in a Dungeon? V,7.89,95877,934.0,1266,223809,1204,15.0,TV,Light novel,Finished Airing,2024.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Action, Adventure, Fantasy",,,J.C.Staff,"Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, SB Creative, GREE Entertainment",Sentai Filmworks
Final Fantasy VII: Advent Children Complete,7.89,85910,935.0,1909,138718,792,1.0,OVA,Game,Finished Airing,,,PG-13 - Teens 13 or older,2 hr 6 min,"Action, Fantasy",,,Square Enix Visual Works,Square Enix,
Golden Kamuy,7.89,189247,936.0,576,462200,5321,12.0,TV,Manga,Finished Airing,2018.0,spring,R - 17+ (violence & profanity),23 min per ep,"Action, Adventure","Adult Cast, Historical, Military",Seinen,Geno Studio,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation
Hanasaku Iroha: Blossoms for Tomorrow,7.89,134085,937.0,803,348422,2616,26.0,TV,Original,Finished Airing,2011.0,spring,PG-13 - Teens 13 or older,24 min per ep,Drama,Workplace,,P.A. Works,"Bandai Visual, Sotsu, Yomiuri Telecasting, Lantis, Pony Canyon, Showgate, Infinite",NIS America
Hozuki's Coolheadedness 2,7.89,20511,938.0,3576,51509,118,13.0,TV,Manga,Finished Airing,2017.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Comedy, Fantasy",,Seinen,Studio Deen,"Kodansha, King Records",Sentai Filmworks
Log Horizon,7.89,609600,939.0,141,1187606,10473,25.0,TV,Light novel,Finished Airing,2013.0,fall,PG-13 - Teens 13 or older,24 min per ep,"Action, Adventure, Fantasy","Adult Cast, Video Game",,Satelight,NHK,"Funimation, Sentai Filmworks"
Super Dimension Fortress Macross,7.89,40048,940.0,2067,125100,1886,36.0,TV,Original,Finished Airing,1982.0,fall,PG-13 - Teens 13 or older,25 min per ep,"Romance, Sci-Fi","Mecha, Military, Music, Space",,Tatsunoko Production,"Artland, Mainichi Broadcasting System, Studio Nue, Big West, Anime Friend","ADV Films, AnimEigo, Harmony Gold"
Detective Conan OVA 09: The Stranger in 10 Years...,7.89,11583,941.0,5283,22712,14,1.0,OVA,Manga,Finished Airing,,,PG-13 - Teens 13 or older,22 min,"Adventure, Comedy, Mystery",Detective,Shounen,TMS Entertainment,,
One Piece Log: Fish-Man Island Saga,7.89,14297,942.0,4070,40813,165,21.0,TV,Manga,Finished Airing,2024.0,fall,PG-13 - Teens 13 or older,23 min per ep,"Action, Adventure, Fantasy",,Shounen,Toei Animation,,
My Love Story!!,7.89,352008,943.0,318,739039,5422,24.0,TV,Manga,Finished Airing,2015.0,spring,PG-13 - Teens 13 or older,22 min per ep,"Comedy, Romance",,Shoujo,Madhouse,"VAP, Nippon Television Network, Shueisha",Sentai Filmworks
The King's Avatar 2,7.89,49289,944.0,1998,130442,561,12.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,24 min per ep,Action,Video Game,,Colored Pencil Animation,"Tencent Video, China Literature Limited, Colored Pencil Animation Japan",
Rock Is a Lady's Modesty,7.89,33209,945.0,2692,84396,546,13.0,TV,Manga,Finished Airing,2025.0,spring,PG-13 - Teens 13 or older,23 min per ep,Comedy,"Music, School",Seinen,Bandai Namco Pictures,"Shochiku, Pony Canyon, Hakusensha, Movic, Studio Mausu, Rakuten, Bandai Namco Music Live",Sentai Filmworks
Cromartie High School,7.89,58460,946.0,1736,155731,1791,26.0,TV,Manga,Finished Airing,2003.0,fall,PG-13 - Teens 13 or older,11 min per ep,Comedy,"Delinquents, Gag Humor, Parody, School",Shounen,Production I.G,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media"
Attack on Titan OAD,7.89,297270,947.0,518,509898,1017,3.0,OVA,Manga,Finished Airing,,,R - 17+ (violence & profanity),24 min per ep,"Action, Drama, Suspense","Gore, Survival",Shounen,Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",Funimation
Polar Bear Cafe,7.89,25078,948.0,2375,102824,1019,50.0,TV,Manga,Finished Airing,2012.0,spring,G - All Ages,24 min per ep,Slice of Life,"Anthropomorphic, Iyashikei, Workplace",Josei,Studio Pierrot,"TV Tokyo, Avex Entertainment",
Space Dandy,7.89,164944,949.0,701,393190,5938,13.0,TV,Original,Finished Airing,2014.0,winter,PG-13 - Teens 13 or older,24 min per ep,"Comedy, Sci-Fi","Adult Cast, Space",,Bones,"Bandai Visual, flying DOG, Bandai Namco Entertainment",Funimation
Martial Universe 5,7.89,1085,950.0,11933,2540,10,12.0,ONA,Web novel,Finished Airing,,,PG-13 - Teens 13 or older,22 min per ep,"Action, Adventure, Fantasy","Historical, Martial Arts",,"Motion Magic, DC Impression Vision","Tencent Animation & Comics, Tencent Video, Yuewen Animation & Comics",
"Classroom of the Elite 4th Season: Second Year, First Semester",7.89,66963,951.0,1243,229605,1495,16.0,TV,Light novel,Finished Airing,2026.0,spring,PG-13 - Teens 13 or older,23 min per ep,"Drama, Suspense","Psychological, School",,Lerche,"Studio Hibari, Lantis, Movic, Half H.P Studio, AT-X, Sammy, Crunchyroll, BS NTV, Bandai Namco Music Live",
